ResumeText,JobDescription,Label
ci/cd aws helm kubernetes azure terraform,"DevOps Cloud Engineer with Terraform, Helm, and CI/CD",90
qa cypress selenium automation junit testng scikit-learn,"SDET required with Java, TestNG, and JUnit",88
asp.net core azure mvc spring boot selenium terraform,"Hiring full stack .NET engineer with Angular, ASP.NET Core, and SQL",42
react angular html typescript javascript css asp.net objective-c java,"UI Engineer with HTML, CSS, JavaScript, and Vue.js",89
business analysis agile stakeholder management scrum android r,Hiring Business Analyst with strong requirements gathering skills,64
html css angular typescript react javascript terraform agile angular,"Frontend Developer with React, Angular, and JavaScript expertise",100
sql asp.net core entity framework angular flask spring java,"Looking for a .NET Developer with experience in ASP.NET MVC, SQL Server, and Azure",66
pytorch tensorflow machine learning objective-c,"Hiring AI Engineer with NLP, Deep Learning, and PyTorch",49
microservices react hibernate mysql java terraform,"Backend Java engineer required with Spring, Kafka, and MySQL skills",74
asp.net sql asp.net core,".NET Core developer required with strong C#, Entity Framework, and Web API skills",45
tensorflow r pytorch python scikit-learn spring boot,"ML Engineer required with scikit-learn, TensorFlow, and big data",84
microservices mysql java spring hibernate react,"Java Developer with Spring Boot, Hibernate, and Microservices experience",87
android ios java objective-c kotlin,Hiring cross-platform mobile developer with Flutter and React Native,74
product management agile stakeholder management pmp business analysis ml asp.net core hadoop,Project Manager required with PMP and Agile methodologies,81
react native java android objective-c swift,Hiring cross-platform mobile developer with Flutter and React Native,78
asp.net core mvc entity framework web api angular,".NET Core developer required with strong C#, Entity Framework, and Web API skills",75
java microservices spring boot scrum gcp machine learning,"Java Developer with Spring Boot, Hibernate, and Microservices experience",54
javascript css html ml nlp,"Frontend Developer with React, Angular, and JavaScript expertise",48
pytorch machine learning scikit-learn tensorflow nlp python,"Data Scientist with Python, R, and machine learning expertise",83
azure web api c# asp.net core sql asp.net helm,".NET Core developer required with strong C#, Entity Framework, and Web API skills",89
react typescript vue javascript html,Hiring web developer skilled in modern frontend frameworks,70
angular react html typescript javascript css,Hiring web developer skilled in modern frontend frameworks,90
ml deep learning tensorflow machine learning grafana tensorflow aws,"Data Scientist with Python, R, and machine learning expertise",61
tensorflow machine learning scikit-learn vue,"Hiring AI Engineer with NLP, Deep Learning, and PyTorch",51
react javascript vue typescript css angular,"Frontend Developer with React, Angular, and JavaScript expertise",92
jenkins kubernetes ci/cd grafana android python azure,"Hiring SRE with Kubernetes, Prometheus, and Grafana",55
java spring mysql kafka tensorflow,"Java Developer with Spring Boot, Hibernate, and Microservices experience",67
python nlp ml pytorch aws,"Data Scientist with Python, R, and machine learning expertise",55
manual testing cypress qa selenium testng asp.net typescript,"SDET required with Java, TestNG, and JUnit",77
flask django spark hadoop pandas python cypress,"Python Developer with Django, Flask, and REST APIs",96
stakeholder management agile product management scrum kubernetes,Project Manager required with PMP and Agile methodologies,63
manual testing selenium junit testng qa web api,"SDET required with Java, TestNG, and JUnit",81
ci/cd aws grafana kubernetes selenium,"Hiring SRE with Kubernetes, Prometheus, and Grafana",57
html react javascript,"UI Engineer with HTML, CSS, JavaScript, and Vue.js",40
r ml deep learning grafana,"ML Engineer required with scikit-learn, TensorFlow, and big data",47
angular web api asp.net core machine learning gcp stakeholder management,"Hiring full stack .NET engineer with Angular, ASP.NET Core, and SQL",48
cypress junit manual testing jenkins,"SDET required with Java, TestNG, and JUnit",52
c# mvc asp.net asp.net core angular azure hadoop javascript html,"Hiring full stack .NET engineer with Angular, ASP.NET Core, and SQL",94
ci/cd helm kubernetes terraform azure gcp javascript hadoop jenkins,Hiring Solutions Architect for AWS and Kubernetes deployments,93
scrum product management stakeholder management hibernate sql helm,Project Manager required with PMP and Agile methodologies,46
pmp business analysis stakeholder management junit jenkins aws,Project Manager required with PMP and Agile methodologies,42
manual testing automation testng junit cypress qa,Hiring Software Tester with manual and automation testing skills,90
c# sql angular react helm ml,".NET Core developer required with strong C#, Entity Framework, and Web API skills",44
angular azure c#,"Hiring full stack .NET engineer with Angular, ASP.NET Core, and SQL",48
html angular typescript java azure,"UI Engineer with HTML, CSS, JavaScript, and Vue.js",55
flutter kotlin android react native swift ios,Android Developer with Kotlin and Java experience,93
c# sql web api agile scikit-learn spring,".NET Core developer required with strong C#, Entity Framework, and Web API skills",50
cypress selenium junit qa automation,Hiring Software Tester with manual and automation testing skills,76
kafka spring boot spring java hadoop,Hiring full stack Java developer with React and Spring Boot,68
automation junit cypress selenium,"QA Engineer with Selenium, Cypress, and test automation experience",70
tensorflow python hadoop pandas kubernetes ci/cd,"Data Engineer with Python, Spark, and Hadoop",65
r python scikit-learn,"Hiring AI Engineer with NLP, Deep Learning, and PyTorch",41
spring react microservices kafka hibernate selenium,"Java Developer with Spring Boot, Hibernate, and Microservices experience",81
asp.net core azure sql mvc asp.net entity framework pandas,"Hiring full stack .NET engineer with Angular, ASP.NET Core, and SQL",88
django flask tensorflow scikit-learn python spring,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",75
typescript react css,Hiring web developer skilled in modern frontend frameworks,47
ci/cd terraform jenkins docker prometheus grafana react aws agile,"DevOps Engineer with AWS, Kubernetes, and Docker expertise",100
agile product management scrum angular jenkins,Hiring Business Analyst with strong requirements gathering skills,49
css html angular javascript typescript vue,"Frontend Developer with React, Angular, and JavaScript expertise",85
microservices kafka spring boot spring,"Java Developer with Spring Boot, Hibernate, and Microservices experience",59
web api asp.net core c# aws kotlin,".NET Core developer required with strong C#, Entity Framework, and Web API skills",54
agile stakeholder management business analysis product management scrum pmp,Hiring Business Analyst with strong requirements gathering skills,98
asp.net mvc angular web api sql,"Hiring full stack .NET engineer with Angular, ASP.NET Core, and SQL",78
aws helm azure gcp terraform ci/cd nlp spring sql,Hiring Solutions Architect for AWS and Kubernetes deployments,98
sql mvc asp.net entity framework asp.net core,"Looking for a .NET Developer with experience in ASP.NET MVC, SQL Server, and Azure",83
aws terraform grafana prometheus gcp stakeholder management,"DevOps Engineer with AWS, Kubernetes, and Docker expertise",69
helm ci/cd terraform kubernetes azure aws javascript product management mysql,"Cloud Engineer with AWS, Azure, and Google Cloud expertise",100
javascript react typescript kubernetes,"UI Engineer with HTML, CSS, JavaScript, and Vue.js",52
django hadoop python tensorflow typescript junit,"Data Engineer with Python, Spark, and Hadoop",52
sql web api asp.net azure,"Looking for a .NET Developer with experience in ASP.NET MVC, SQL Server, and Azure",62
css angular javascript html c#,Hiring web developer skilled in modern frontend frameworks,57
kubernetes docker ci/cd prometheus cypress nlp tensorflow,"DevOps Engineer with AWS, Kubernetes, and Docker expertise",56
gcp terraform azure aws kubernetes android flask spring boot,Hiring Solutions Architect for AWS and Kubernetes deployments,78
angular javascript typescript helm selenium,"Frontend Developer with React, Angular, and JavaScript expertise",48
ml tensorflow deep learning machine learning nlp python,"ML Engineer required with scikit-learn, TensorFlow, and big data",93
flutter android java grafana testng,Hiring cross-platform mobile developer with Flutter and React Native,48
web api entity framework azure c#,"Looking for a .NET Developer with experience in ASP.NET MVC, SQL Server, and Azure",70
kubernetes azure aws terraform gcp ci/cd tensorflow,"Cloud Engineer with AWS, Azure, and Google Cloud expertise",90
microservices java mysql hibernate spring python entity framework,"Backend Java engineer required with Spring, Kafka, and MySQL skills",78
junit automation manual testing cypress qa kubernetes css asp.net,Hiring Software Tester with manual and automation testing skills,70
flutter objective-c react native android kotlin ios selenium stakeholder management,"iOS Engineer required with Swift, Objective-C, and UIKit",86
asp.net web api entity framework mvc azure c# automation kafka testng,"Hiring full stack .NET engineer with Angular, ASP.NET Core, and SQL",97
qa junit manual testing cypress automation swift business analysis,"QA Engineer with Selenium, Cypress, and test automation experience",77
objective-c ios flutter react native kotlin angular,Hiring cross-platform mobile developer with Flutter and React Native,81
java objective-c react native kotlin kafka azure,Android Developer with Kotlin and Java experience,58
